iter	RMSE
151	45.48666034
152	45.44278844
153	45.40757571
154	45.30111182
155	45.26222212
156	45.22141383
157	45.18715588
158	45.15474592
159	45.04325203
160	44.9346101
161	44.85817335
162	44.76421688
163	44.54614466
164	44.51120235
165	44.47412883
166	44.4425001
167	44.41511262
168	44.33697495
169	44.30712623
170	44.08498493
171	44.05827753
172	44.02472678
173	43.97152778
174	43.94304455
175	43.91055192
176	43.80725718
177	43.78485347
178	43.74727531
179	43.67893769
180	43.42797563
181	43.40697085
182	43.32517137
183	43.29503024
184	43.2685207
185	43.23340503
186	43.11629674
187	43.03062673
188	42.9364559
189	42.8470272
190	42.82676881
191	42.80498056
192	42.78415611
193	42.76365427
194	42.58385638
195	42.56246476
196	42.35364083
197	42.2744563
198	42.11203702
199	42.0900058
200	41.90145691
201	41.78039022
202	41.7444434
203	41.70751156
204	41.6309436
205	41.5984741
206	41.49220006
207	41.47460616
208	41.36775561
209	41.30228069
210	41.23049177
211	41.15688018
212	41.1278456
213	41.11058266
214	41.07781084
215	41.06084578
216	40.93235286
217	40.86385314
218	40.78155266
219	40.72823331
220	40.71170804
221	40.68929994
222	40.67312495
223	40.55346058
224	40.53771299
225	40.43644702
226	40.40615249
227	40.34100597
228	40.27790382
229	40.26239714
230	40.19558018
231	40.11969874
232	40.05137085
233	39.85192217
234	39.72565997
235	39.69782367
236	39.68305936
237	39.6350107
238	39.5724605
239	39.5091106
240	39.49463174
241	39.3581481
242	39.33649435
243	39.29244761
244	39.2373446
245	39.16221439
246	39.10383457
247	39.07752076
248	39.02215876
249	38.97878271
250	38.85252978
251	38.83884726
252	38.8118207
253	38.79850581
254	38.6465003
255	38.53256798
256	38.4744429
257	38.46151633
258	38.41672217
259	38.34959016
260	38.2218118
261	38.20268902
262	38.19027099
263	38.16571733
264	38.05964686
265	38.02055804
266	37.97153231
267	37.95932764
268	37.94117859
269	37.92925056
270	37.9060996
271	37.83242128
272	37.79531099
273	37.75734706
274	37.74562642
275	37.65012867
276	37.60732161
277	37.58815398
278	37.5491388
279	37.43207528
280	37.41071433
281	37.36829652
282	37.35692574
283	37.3380494
284	37.32694293
285	37.21585411
286	37.17875412
287	37.1567546
288	37.14582345
289	37.12850333
290	37.11778408
291	37.05927587
292	37.01482091
293	36.99392981
294	36.95815839
295	36.94759871
296	36.93299482
297	36.90391954
298	36.89354063
299	36.87360835
300	36.85757372
301	36.84735633
302	36.83732604
303	36.748453
304	36.69227471
305	36.68237197
306	36.66614196
307	36.61131675
308	36.59236815
309	36.58264536
310	36.54027331
311	36.53068304
312	36.46063642
313	36.45124573
314	36.43642072
315	36.42722
316	36.35571344
317	36.33770802
318	36.2976605
319	36.28343327
320	36.16766008
321	36.13472629
322	36.01511952
323	36.00604304
324	35.95672502
325	35.92014791
326	35.88776374
327	35.87886711
328	35.85260523
329	35.83915973
330	35.77370741
331	35.76497537
332	35.74816123
333	35.73958635
334	35.65969652
335	35.65120954
336	35.6371563
337	35.62882999
338	35.61997147
339	35.61130528
340	35.60280989
341	35.59449629
342	35.52798653
343	35.51981604
344	35.49378173
345	35.46507071
346	35.45706062
347	35.43709723
348	35.40253518
349	35.32050943
350	35.30845557
351	35.24973551
352	35.23420923
353	35.20983579
354	35.17101117
355	35.15691174
356	35.14926765
357	35.14177691
358	35.10395165
359	35.05660917
360	35.04887194
361	35.0110954
362	35.00014422
363	34.94631112
364	34.93239625
365	34.8660254
366	34.84348721
367	34.80305686
368	34.79151188
369	34.76137529
370	34.75406336
371	34.66945658
372	34.64013302
373	34.5746237
374	34.5635581
375	34.50119987
376	34.43792672
377	34.43072897
378	34.41816149
379	34.35520278
380	34.34812753
381	34.2902708
382	34.28331539
383	34.26988533
384	34.25897815
385	34.25210229
386	34.24251289
387	34.22788142
388	34.20286951
389	34.18821352
390	34.18145741
391	34.16757112
392	34.15550615
393	34.13166807
394	34.12255383
395	34.08990161
396	34.03203979
397	33.99175934
398	33.98502802
399	33.97842604
400	33.97189712
401	33.90162837
402	33.86432655
403	33.81165377
404	33.76796236
405	33.717735
406	33.66670317
407	33.66028689
408	33.64837282
409	33.61157824
410	33.58674691
411	33.55197778
412	33.53965463
413	33.4922264
414	33.48593281
415	33.47977521
416	33.43798886
417	33.41616944
418	33.34675768
419	33.30017558
420	33.28897952
421	33.25467445
422	33.23224565
423	33.22616046
424	33.19777108
425	33.15816577
426	33.15216724
427	33.13353551
428	33.09509776
429	33.02385974
430	33.00571359
431	32.95395028
432	32.87272641
433	32.84995801
434	32.84422548
435	32.7812774
436	32.75738153
437	32.75174589
438	32.7081385
439	32.68589626
440	32.66430384
441	32.6535716
442	32.62284861
443	32.60233528
444	32.59394667
445	32.58800587
446	32.57718522
447	32.5704798
448	32.55668628
449	32.54874841
450	32.54256147
451	32.5307262
452	32.50022525
453	32.49071885
454	32.44825577
455	32.4183016
456	32.39787577
457	32.348394
458	32.317696
459	32.31228727
460	32.27942304
461	32.24749579
462	32.24219777
463	32.21112432
464	32.2037942
465	32.19857555
466	32.17936964
467	32.11046721
468	32.08087994
469	32.07579161
470	32.02154542
471	31.97958992
472	31.95355034
473	31.94851321
474	31.91890164
475	31.89527825
476	31.88101987
477	31.84277608
478	31.83783446
479	31.83297316
480	31.80839782
481	31.77780532
482	31.7406309
483	31.7275309
484	31.68233031
485	31.6509979
486	31.6384456
487	31.63110107
488	31.60442243
489	31.59481316
490	31.57954892
491	31.54541904
492	31.54061478
493	31.51695716
494	31.51008518
495	31.49461538
496	31.46756913
497	31.44260343
498	31.43791847
499	31.4167415
500	31.37648485
501	31.35034684
502	31.33428194
503	31.32037186
504	31.31094807
505	31.30632297
506	31.29125516
507	31.25793846
508	31.25341492
509	31.23415732
510	31.22971415
511	31.21770321
512	31.21330673
513	31.20636031
514	31.18628058
515	31.1772929
516	31.15614383
517	31.13987754
518	31.13557402
519	31.07614299
520	31.06392987
521	31.05095488
522	31.01901047
523	30.97822119
524	30.92858859
525	30.91727971
526	30.89173922
527	30.8820966
528	30.87791093
529	30.85777789
530	30.84078153
531	30.82563293
532	30.802193
533	30.78529437
534	30.78117397
535	30.77468354
536	30.77065791
537	30.74830237
538	30.73419897
539	30.73020908
540	30.71430022
541	30.70569094
542	30.69009647
543	30.67791227
544	30.66150817
545	30.63113341
546	30.61985042
547	30.59805109
548	30.5836354
549	30.5773457
550	30.56203143
551	30.5581058
552	30.5463493
553	30.53632357
554	30.53246249
555	30.52684534
556	30.51723892
557	30.50926066
558	30.50458593
559	30.49753457
560	30.48955967
561	30.4613636
562	30.44147031
563	30.43767512
564	30.41926395
565	30.41156675
566	30.40238954
567	30.39865675
568	30.3929143
569	30.35039021
570	30.33434488
571	30.33066206
572	30.30956287
573	30.29042245
574	30.27023657
575	30.21931327
576	30.20375668
577	30.1800744
578	30.17642772
579	30.16429855
580	30.15662362
581	30.1165365
582	30.1051991
583	30.09314794
584	30.07343819
585	30.05777711
586	30.04366573
587	30.02544517
588	30.02188175
589	29.99312336
590	29.97805499
591	29.96467093
592	29.93577415
593	29.92521943
594	29.90856377
595	29.89018902
596	29.8821102
597	29.87359275
598	29.85391682
599	29.85041239
600	29.83950315
601	29.83225464
602	29.81160106
603	29.80609694
604	29.80264184
605	29.76225769
606	29.71857701
607	29.69728912
608	29.67627966
609	29.66956966
610	29.66584166
611	29.65987413
612	29.64718913
613	29.6382766
614	29.63065477
615	29.58448813
616	29.57027713
617	29.5434856
618	29.5401743
619	29.53344641
620	29.52164976
621	29.5152986
622	29.50302206
623	29.49155586
624	29.48831421
625	29.47679908
626	29.46235645
627	29.44553675
628	29.41862399
629	29.40607597
630	29.40286475
631	29.39412654
632	29.37677884
633	29.36636545
634	29.36318444
635	29.35750505
636	29.35099779
637	29.33293131
638	29.32757252
639	29.32443788
640	29.32134633
641	29.30689652
642	29.29959131
643	29.28794599
644	29.27470598
645	29.26844639
646	29.26538619
647	29.25532787
648	29.23375152
649	29.22322454
650	29.21867972
651	29.21337223
652	29.2071757
653	29.1974801
654	29.18790942
655	29.18488346
656	29.17108268
657	29.16441879
658	29.14006827
659	29.12758862
660	29.12014204
661	29.10455771
662	29.10155131
663	29.09857709
664	29.09391081
665	29.08166287
666	29.07873215
667	29.07286723
668	29.06997317
669	29.06314474
670	29.05268434
671	29.04067929
672	29.03271589
673	29.01990621
674	29.01703937
675	29.00016537
676	28.98704388
677	28.96459132
678	28.94875084
679	28.94178268
680	28.93895036
681	28.93391739
682	28.91828976
683	28.90353602
684	28.87966614
685	28.85634505
686	28.85199559
687	28.84398055
688	28.83744979
689	28.8045251
690	28.79717737
691	28.79438855
692	28.78209945
693	28.77487264
694	28.76360564
695	28.74666039
696	28.7423069
697	28.72712572
698	28.71462587
699	28.71186636
700	28.69861081
701	28.69589131
702	28.66572129
703	28.65169307
704	28.63304708
705	28.62538337
706	28.61331908
707	28.60770751
708	28.60121834
709	28.589123
710	28.57883594
711	28.57138043
712	28.55440556
713	28.55171355
714	28.53284592
715	28.52861883
716	28.52240924
717	28.51974814
718	28.51165892
719	28.50436032
720	28.49690151
721	28.48344569
722	28.46874648
723	28.46374735
724	28.45659767
725	28.4539746
726	28.44306974
727	28.43277908
728	28.41778527
729	28.4093353
730	28.39594175
731	28.35495235
732	28.34970294
733	28.33036728
734	28.3209868
735	28.31839346
736	28.31295247
737	28.3084698
738	28.29881502
739	28.29625008
740	28.29372757
741	28.28436362
742	28.2794004
743	28.27077998
744	28.26677332
745	28.26426096
746	28.25735737
747	28.24509514
748	28.24036373
749	28.23423565
750	28.22659971
751	28.22154768
752	28.2190671
753	28.21355496
754	28.201005
755	28.19854727
756	28.19610444
757	28.18373767
758	28.17771351
759	28.16722536
760	28.14420003
761	28.1409848
762	28.13382992
763	28.12765076
764	28.1125158
765	28.10783256
766	28.10540496
767	28.099844
768	28.09744492
769	28.09506812
770	28.07717931
771	28.06340562
772	28.05781003
773	28.04717908
774	28.03215117
775	28.02573763
776	28.0233939
777	28.01970401
778	28.00697606
779	27.99658175
780	27.97362067
781	27.97129332
782	27.95865775
783	27.95243597
784	27.942174
785	27.93671808
786	27.93260534
787	27.92452935
788	27.9069412
789	27.90099075
790	27.89869476
791	27.87710731
792	27.8713075
793	27.85307964
794	27.82361573
795	27.80629244
796	27.78849664
797	27.78158033
798	27.77278685
799	27.7568625
800	27.7545832
801	27.73986686
802	27.73419764
803	27.72782034
804	27.72426266
805	27.71634097
806	27.6988773
807	27.69481645
808	27.69255776
809	27.67251539
810	27.65854618
811	27.65489771
812	27.64723232
813	27.64499604
814	27.64256347
815	27.63902362
816	27.63682602
817	27.6260257
818	27.61568751
819	27.60481019
820	27.60243969
821	27.59498528
822	27.59265321
823	27.59034987
824	27.58824632
825	27.5859982
826	27.58382312
827	27.58170772
828	27.5662048
829	27.56404682
830	27.55565661
831	27.54514086
832	27.54305761
833	27.53701958
834	27.51923411
835	27.51713396
836	27.51057813
837	27.50648264
838	27.50446295
839	27.49808663
840	27.48800283
841	27.48171953
842	27.47649613
843	27.47105114
844	27.46913455
845	27.46161557
846	27.45715249
847	27.44981079
848	27.44352892
849	27.41507397
850	27.40866234
851	27.40526407
852	27.39480088
853	27.37533268
854	27.36602986
855	27.35870582
856	27.35335372
857	27.33419531
858	27.31866259
859	27.29720988
860	27.28963994
861	27.27958434
862	27.27752541
863	27.26079109
864	27.25028951
865	27.24803621
866	27.24349828
867	27.23815003
868	27.23207455
869	27.2263754
870	27.22308438
871	27.21912988
872	27.21379191
873	27.20922003
874	27.20518856
875	27.19820599
876	27.19191179
877	27.18305068
878	27.17387994
879	27.17066976
880	27.16607508
881	27.16413817
882	27.15656006
883	27.15064309
884	27.1425079
885	27.14039221
886	27.13273682
887	27.13057693
888	27.1284645
889	27.12653903
890	27.12448718
891	27.12245283
892	27.12046041
893	27.11858044
894	27.11278742
895	27.11084033
896	27.10899979
897	27.0924858
898	27.08712088
899	27.08139506
900	27.06265721
901	27.0515617
902	27.03760247
903	27.03320135
904	27.02253783
905	27.02063842
906	27.01893628
907	26.99735242
908	26.98460379
909	26.98148208
910	26.97630763
911	26.97033052
912	26.9664737
913	26.95579207
914	26.95136275
915	26.9242222
916	26.92117059
917	26.91664247
918	26.90994714
919	26.89932947
920	26.88793548
921	26.87365962
922	26.86791938
923	26.86300557
924	26.85614217
925	26.84900283
926	26.84529668
927	26.84118897
928	26.83201027
929	26.81578458
930	26.80630377
931	26.77627111
932	26.77437876
933	26.77250586
934	26.7663751
935	26.76032927
936	26.74995652
937	26.73967453
938	26.72604658
939	26.72418617
940	26.72123035
941	26.71242679
942	26.70878385
943	26.70157513
944	26.69485173
945	26.69070431
946	26.68894703
947	26.67981207
948	26.67798572
949	26.67104498
950	26.66073864
951	26.65278071
952	26.64990751
953	26.6410312
954	26.63921522
955	26.63306933
956	26.62378636
957	26.62017719
958	26.61512891
959	26.61332741
960	26.60060976
961	26.59387298
962	26.58985769
963	26.58807851
964	26.58348351
965	26.57721378
966	26.5624822
967	26.55653245
968	26.540983
969	26.53817207
970	26.53648207
971	26.52643532
972	26.51578121
973	26.51019242
974	26.50675088
975	26.50227081
976	26.49738749
977	26.49077178
978	26.48901123
979	26.48549714
980	26.48198455
981	26.47513179
982	26.47339577
983	26.46626994
984	26.4647168
985	26.46198444
986	26.45329781
987	26.44299195
988	26.43642869
989	26.41195948
990	26.41022069
991	26.38149427
992	26.374743
993	26.37312972
994	26.36668308
995	26.35429567
996	26.34089353
997	26.33552612
998	26.33065514
999	26.32904342
